DistrictID,Autism,Kstudent,Rate,Area_km,LC11,LC21,LC2B,LC31,LC4,LC52,LC71,LC8,LC9,Avecanopy,Prdcan100,Prdcan50,Roadensity,Rd4,Pop,Popm,Popf,Malep,Femalep,Popden,Age19l,Age65m,Whitep,Blackp,Asisanp,Vehicle0,Unemploy,Income_median,Income_sd_median,RLC2b,RLC4,RLC71,Rcanopy,Rroadcan100,Rroadcan50,LC1106,LC2106,LC2B06,LC3106,LC406,LC5206,LC7106,LC806,LC906,RLC2B06,RLC406,RLC7106
295,1,59,16.95,1742.4,0.06,0.73,0.11,2.15,84.81,8.29,3.34,0.13,0.11,52.2,53.77,51.48,0.080,1,1407,627,780,44.56,55.44,0.81,22.6,21.46,97.8,1.21,1.28,3.08,14.53,37639,3.7639,0.011,8.481,0.334,5.22,5.377,5.148,0.1,0.72,0.11,2.15,87.51,6.4,2.55,0.13,0.05,0.011,8.751,0.255
296,10,761,13.14,123.5,0.7,10.55,5.17,2.92,63.28,8.23,6.09,2.52,0.53,64.71,34.27,30.11,0.344,3,16326,8398,7928,51.44,48.56,132.19,26.66,11.4,90.46,0.5,3.03,6.11,6.52,46206,4.6206,0.517,6.328,0.609,6.471,3.427,3.011,0.7,10.74,4.96,1.92,66.19,7.83,4.61,2.52,0.53,0.496,6.619,0.461
297,0,46,0.00,446.4,0.01,8.33,0.99,14.57,0.23,15.33,60.08,0.44,0.01,0.68,0.36,0.25,0.089,1,148,94,54,63.51,36.49,0.33,14.19,9.46,93.24,0,0,8.96,20,54583,5.4583,0.099,0.023,6.008,0.068,0.036,0.025,0.01,8.35,0.95,14.48,0.23,15.34,60.5,0.12,0.02,0.095,0.023,6.05
298,5,516,9.69,296.7,0.19,3.36,1.61,0.46,0.04,0.26,22,68.31,3.77,0.43,0.34,0.18,0.118,1,5261,2649,2612,50.35,49.65,17.73,33.24,14.46,84.79,2.28,11.42,2.09,9.66,81250,8.125,0.161,0.004,2.2,0.043,0.034,0.018,0.16,3.32,1.51,0.46,0.04,0.22,21.72,69.08,3.48,0.151,0.004,2.172
299,0,334,0.00,48.4,0,4.17,12.1,0.03,0,10.7,0,72.99,0,0,0,0,1.073,4,1708,888,820,51.99,48.01,35.29,33.72,11.18,74.88,1.35,2.69,4.67,8.04,37500,3.75,1.21,0,0,0,0,0,0,4.03,11.77,0.03,0,11.19,0,72.97,0,1.177,0,0
300,60,6125,9.80,151.7,0.17,19.82,23.28,0.9,0.02,16.6,29.91,9.27,0.02,0.04,0.01,0,0.625,3,72176,34654,37522,48.01,51.99,475.78,30.22,17.89,75.17,5.53,8.39,2.84,8.63,55332,5.5332,2.328,0.002,2.991,0.004,0.001,0,0.15,20.35,20.24,1.76,0.02,16.9,30.96,9.6,0.02,2.024,0.002,3.096
301,12,1847,6.50,16.6,0,46.62,53,0,0.18,0,0.21,0,0,26.59,21.8,20.63,1.456,4,25383,12680,12703,49.95,50.05,1529.10,25.6,14.18,87.77,0.69,11.15,4.33,4.9,125442,12.5442,5.3,0.018,0.021,2.659,2.18,2.063,0,46.94,52.67,0,0.18,0,0.21,0,0,5.267,0.018,0.021
302,71,7280,9.75,238.8,0.82,7.01,15.04,0.25,0,0.28,53.72,22.39,0.49,0.16,0.03,0.02,0.447,3,78506,38591,39915,49.16,50.84,328.75,34.64,10.16,61.31,7.18,11.3,11.47,12.63,39040,3.904,1.504,0,5.372,0.016,0.003,0.002,0.82,7.02,14.06,0.28,0,0.22,54.26,22.84,0.5,1.406,0,5.426
303,2,124,16.13,157,0.62,4.31,0.95,2,0.05,0.51,36.02,54.03,1.51,5.89,3.77,2.21,0.254,2,1341,642,699,47.87,52.13,8.54,39.97,7.46,77.78,0.15,0,0.78,6,55682,5.5682,0.095,0.005,3.602,0.589,0.377,0.221,0.39,4.29,0.94,2.01,0.05,0.57,36.06,54.19,1.49,0.094,0.005,3.606
304,0,50,0.00,65.5,1.7,4.82,2.68,0.05,0.01,0,1.08,85.07,4.59,0.67,0.39,0.25,0.273,2,673,346,327,51.41,48.59,10.27,27.93,16.2,95.54,0,0,4.93,4.18,48906,4.8906,0.268,0.001,0.108,0.067,0.039,0.025,1.67,4.83,2.66,0.05,0.01,0,1.07,85.13,4.58,0.266,0.001,0.107
305,4,717,5.58,74.2,0.54,8.76,7.88,1.2,1.29,21.54,10.35,47.26,1.17,1.38,0.06,0.02,0.263,2,3609,1745,1864,48.35,51.65,48.64,28.26,19.34,77.14,5.99,4.13,1.31,4.77,114286,11.4286,0.788,0.129,1.035,0.138,0.006,0.002,0.57,8.8,7.75,1.2,1.33,21.52,10.36,47.33,1.14,0.775,0.133,1.036
306,0,43,0.00,223.9,0.08,9.85,1.85,24.75,0,12.79,50.61,0.04,0.04,0.05,0,0,0.128,1,613,287,326,46.82,53.18,2.74,20.72,17.46,93.64,0,2.28,1.21,6.61,58929,5.8929,0.185,0,5.061,0.005,0,0,0.01,9.88,1.81,24.59,0,12.81,50.82,0.04,0.04,0.181,0,5.082
307,17,1975,8.61,56.1,2.58,19.09,20.52,0.15,32.39,19.87,4.65,0,0.75,49.58,36.12,33.23,0.862,4,29390,14195,15195,48.30,51.70,523.89,24.03,16.01,89.34,2.09,7.56,3.98,4.67,105077,10.5077,2.052,3.239,0.465,4.958,3.612,3.323,2.58,19.08,20.43,0.15,32.41,19.87,4.64,0,0.84,2.043,3.241,0.464
308,8,1324,6.04,47.8,5.39,5.59,24.32,0,58.47,3.95,0.8,0.2,1.27,46.02,12.2,10.02,1.125,4,23624,11472,12152,48.56,51.44,494.23,25.56,17.97,55.99,4.39,35.53,7.13,3.68,79172,7.9172,2.432,5.847,0.08,4.602,1.22,1.002,5.4,5.66,24.22,0,58.5,3.96,0.8,0.2,1.27,2.422,5.85,0.08
309,0,157,0.00,250.9,0.08,3.41,0.33,0.01,8.68,28.73,51.62,6.81,0.31,11.46,4.47,3.5,0.131,1,1566,778,788,49.68,50.32,6.24,19.03,19.22,91.95,0.89,1.21,2.47,9.86,64630,6.463,0.033,0.868,5.162,1.146,0.447,0.35,0.08,3.41,0.34,0.01,8.71,28.73,51.57,6.83,0.31,0.034,0.871,5.157
310,0,9,0.00,677.3,0.02,1.29,0.11,0.04,83.18,14.12,0.18,0,1.06,51.79,51.93,49.79,0.119,1,139,79,60,56.83,43.17,0.21,17.27,32.37,81.29,0,0,0,10.34,44583,4.4583,0.011,8.318,0.018,5.179,5.193,4.979,0.02,1.29,0.11,0.04,84.91,12.48,0.1,0,1.06,0.011,8.491,0.01
311,0,74,0.00,92.7,0.05,4.32,0.84,0.32,15.83,33.55,6.91,35.54,2.65,14.55,1.5,1.15,0.123,1,309,147,162,47.57,52.43,3.33,30.74,13.27,90.29,0,1.29,4.26,5.78,52232,5.2232,0.084,1.583,0.691,1.455,0.15,0.115,0.05,4.32,0.83,0.32,15.84,33.79,7.58,34.62,2.65,0.083,1.584,0.758
312,99,10915,9.07,76,0.18,10.54,64.33,0.03,0,0.01,1.07,22.25,1.59,2.9,1.35,0.9,1.371,4,113550,55308,58242,48.71,51.29,1494.08,34.15,10.28,77.93,3.76,5.48,10.9,15.08,40244,4.0244,6.433,0,0.107,0.29,0.135,0.09,0.19,10.93,63.56,0.03,0,0.01,1.06,22.63,1.59,6.356,0,0.106
313,0,128,0.00,28.5,0.33,4.64,2.04,0.06,0.01,0,1.92,90.99,0,0.02,0,0,0.143,1,1655,860,795,51.96,48.04,58.07,36.25,8.22,48.94,1.63,3.02,1.26,11.9,50978,5.0978,0.204,0.001,0.192,0.002,0,0,0.33,4.61,2.04,0.06,0.01,0,1.92,91.03,0,0.204,0.001,0.192
314,0,269,0.00,57,0.16,3.96,2.09,0.41,0,0.03,3.17,90.2,0,0.26,0.02,0.02,0.238,2,1770,904,866,51.07,48.93,31.05,35.14,9.15,80.06,1.19,2.82,4.12,12.09,37000,3.7,0.209,0,0.317,0.026,0.002,0.002,0.16,3.96,2.08,0.41,0,0.03,3.03,90.32,0,0.208,0,0.303
315,6,76,78.95,100.2,0.31,3.45,2.56,0.38,3.24,10.35,32.04,47.64,0.02,2.7,1.71,1,0.167,2,1866,905,961,48.50,51.50,18.62,29.1,14.2,88.96,9.7,5.89,7.17,13.8,34811,3.4811,0.256,0.324,3.204,0.27,0.171,0.1,0.32,3.47,2.53,0.38,3.04,9.97,31.91,48.38,0,0.253,0.304,3.191
316,0,69,0.00,100.1,2.32,4.97,0.94,0.31,62.9,10,15.92,0,2.65,52.01,25.01,25.55,0.280,2,1687,819,868,48.55,51.45,16.85,9.9,13.28,98.4,1.24,1.48,3.62,9.7,52135,5.2135,0.094,6.29,1.592,5.201,2.501,2.555,2.32,4.98,0.93,0.3,62.9,10,15.92,0,2.65,0.093,6.29,1.592
317,5,330,15.15,24,0.25,37.14,8.04,0,30.14,17.53,5.54,0.44,0.92,13.13,8.03,7.8,1.077,4,5908,2681,3227,45.38,54.62,246.17,20.01,29.16,96.51,0,3.05,3.92,3.68,98854,9.8854,0.804,3.014,0.554,1.313,0.803,0.78,0.25,37.23,7.92,0,30.15,17.54,5.55,0.44,0.92,0.792,3.015,0.555
318,0,19,0.00,123.5,0.1,3.04,0.03,0.32,76.23,15.79,4.39,0,0.09,62.45,,,0.000,1,678,385,293,56.78,43.22,5.49,20.21,13.72,94.54,1.33,5.16,0.3,5.85,44545,4.4545,0.003,7.623,0.439,6.245,,,0.1,3.04,0.04,0.32,76.25,15.78,4.38,0,0.09,0.004,7.625,0.438
319,4,1091,3.67,45.1,0.07,15.52,13.07,0,33.81,0.95,35.52,0.01,1.05,33.21,26.19,24.82,0.384,3,16936,8234,8702,48.62,51.38,375.52,33.31,14.45,82.13,1.94,16.89,1.56,2.15,126304,12.6304,1.307,3.381,3.552,3.321,2.619,2.482,0.07,15.58,13.01,0,33.82,0.95,35.52,0.01,1.04,1.301,3.382,3.552
320,32,2924,10.94,14.5,0,6.04,93.92,0,0.05,0,0,0,0,3.14,2.84,2.28,2.830,4,47591,24020,23571,50.47,49.53,3282.14,26.27,12.48,62.15,4.33,27.18,3.9,7.17,81601,8.1601,9.392,0.005,0,0.314,0.284,0.228,0,6.15,93.8,0,0.04,0,0,0,0,9.38,0.004,0
321,2,882,2.27,161.2,0.13,4.09,4.29,0,50.66,12.23,28.49,0.07,0.05,41.63,32.39,29.7,0.481,3,15571,7716,7855,49.55,50.45,96.59,23.9,18.61,95.12,0.37,1.05,4.29,11.79,59542,5.9542,0.429,5.066,2.849,4.163,3.239,2.97,0.13,4.02,4.18,0,51.08,12.16,28.34,0.04,0.05,0.418,5.108,2.834
322,2,69,28.99,74.2,0,0.96,0.37,5.08,49.53,40.69,2.52,0.05,0.82,12.29,,,0.000,1,168,63,105,37.50,62.50,2.26,7.74,23.81,98.81,0,1.19,0,7.41,83036,8.3036,0.037,4.953,0.252,1.229,,,0.49,0.96,0.37,5.08,49.42,40.31,2.51,0.05,0.82,0.037,4.942,0.251
323,30,1846,16.25,15.9,0.01,20.77,36.7,0.03,10.6,2.23,29.67,0,0,8.8,1.01,0.64,0.685,3,21694,11421,10273,52.65,47.35,1364.40,30.49,10.45,53.43,4.15,26.07,3.35,8.79,83445,8.3445,3.67,1.06,2.967,0.88,0.101,0.064,0.01,20.85,36.62,0.17,10.57,2.23,29.56,0,0,3.662,1.057,2.956
324,4,398,10.05,353.9,0.54,3.06,2.73,4.77,74.44,11.31,2.51,0.59,0.03,54.16,41.33,32.06,0.136,1,7287,3605,3682,49.47,50.53,20.59,23.03,18.95,96.87,1.11,3.84,6.6,7.42,48592,4.8592,0.273,7.444,0.251,5.416,4.133,3.206,0.54,3.07,2.73,4.76,75.14,10.78,2.36,0.59,0.02,0.273,7.514,0.236
325,0,112,0.00,36,0,7.97,0.49,0.09,87.9,1.43,1.53,0.19,0.38,74.48,61.17,62.15,0.270,2,1487,779,708,52.39,47.61,41.31,17.69,7.13,97.31,0,1.34,1.03,5.24,111125,11.1125,0.049,8.79,0.153,7.448,6.117,6.215,0,7.96,0.49,0.09,87.93,1.43,1.53,0.19,0.39,0.049,8.793,0.153
326,0,34,0.00,72.3,1.78,3.58,2.43,0.33,0.14,0.85,73.73,16.84,0.32,0.08,0.03,0,0.416,3,230,117,113,50.87,49.13,3.18,37.39,6.09,98.26,0,2.61,1.02,8.82,66875,6.6875,0.243,0.014,7.373,0.008,0.003,0,1.78,3.59,2.36,0.33,0.14,0.85,73.7,16.94,0.33,0.236,0.014,7.37
327,0,53,0.00,527.5,0.97,1.35,0.12,0.29,64.14,27.85,4.83,0.39,0.06,58.76,39.34,35.73,0.075,1,1140,580,560,50.88,49.12,2.16,13.42,20.96,87.89,0,5.96,3.09,11.64,35568,3.5568,0.012,6.414,0.483,5.876,3.934,3.573,0.96,1.35,0.12,0.31,63.74,28.43,4.65,0.41,0.04,0.012,6.374,0.465
328,48,5609,8.56,12.4,0.04,7.85,90.97,0,0,0,0.77,0,0.36,0.55,0.25,0.22,2.847,4,60128,30562,29566,50.83,49.17,4849.03,33.83,6.86,41.05,1.14,16.52,9.44,9.66,39522,3.9522,9.097,0,0.077,0.055,0.025,0.022,0.04,8.29,90.53,0,0,0,0.78,0,0.36,9.053,0,0.078
329,14,1874,7.47,35.2,0.03,17.66,46.53,0.12,0,0.06,5.37,30.21,0.03,0.24,0.52,0.67,1.527,4,21988,10383,11605,47.22,52.78,624.66,35.36,3.47,56.03,15.7,7.65,1.89,5.41,79185,7.9185,4.653,0,0.537,0.024,0.052,0.067,0.01,18.83,41.75,0.24,0,0.06,7.69,31.37,0.03,4.175,0,0.769
330,47,3405,13.80,53,29.61,10.02,57.9,1.14,0.01,0,0.32,0,1,2.17,3.99,3.6,2.330,4,60712,31775,28937,52.34,47.66,1145.51,20.12,10.46,61.94,2.98,26.67,5.85,5.17,84191,8.4191,5.79,0.001,0.032,0.217,0.399,0.36,30.43,10.19,57.7,0.01,0.01,0,0.33,0,1.33,5.77,0.001,0.033
331,0,59,0.00,138,0.15,1.85,3.58,0.04,0,3.75,0,90.5,0.13,0,0,0,0.207,2,121,67,54,55.37,44.63,0.88,23.14,5.79,92.56,0,0,0,1.72,53750,5.375,0.358,0,0,0,0,0,0.19,1.85,3.59,0.04,0,3.69,0,90.52,0.13,0.359,0,0
332,0,84,0.00,103.4,0.02,2,0.36,0.22,34.53,51.9,7.74,3.06,0.17,7.84,6.89,8.23,0.055,1,917,252,665,27.48,72.52,8.87,39.15,10.47,79.93,0,0.65,0,5.47,85833,8.5833,0.036,3.453,0.774,0.784,0.689,0.823,0.02,1.99,0.36,0.22,34.56,51.9,7.73,3.05,0.17,0.036,3.456,0.773
333,20,5169,3.87,23.8,16.46,4,79.1,0,0,0.03,0.14,0,0.27,0.15,0.17,0.15,3.077,4,54012,26912,27100,49.83,50.17,2269.41,32.31,11.33,64.17,3.9,18.66,14.44,9.51,36130,3.613,7.91,0,0.014,0.015,0.017,0.015,16.44,4.08,78.89,0,0,0.17,0.14,0,0.27,7.889,0,0.014
334,5,719,6.95,428.5,1.44,2.64,0.9,0,83.36,9.59,2.02,0,0.05,65.56,61.23,59.26,0.279,2,15902,7523,8379,47.31,52.69,37.11,20.03,18.46,97.13,0.38,1.62,1.62,8.11,61250,6.125,0.09,8.336,0.202,6.556,6.123,5.926,1.38,2.64,0.89,0,83.97,9.07,1.99,0,0.05,0.089,8.397,0.199
335,1,144,6.94,89.5,3.84,2.26,1.1,0.04,0,0,0.18,90.87,1.7,0.25,0.23,0.13,0.263,2,1191,637,554,53.48,46.52,13.31,29.97,10.92,73.97,0.42,1.93,6.7,9.44,38942,3.8942,0.11,0,0.018,0.025,0.023,0.013,3.84,2.27,1.1,0.04,0,0,0.18,90.88,1.69,0.11,0,0.018
336,4,226,17.70,98.8,0.89,4.9,3.01,1.01,0.01,0.02,10.33,78.24,1.57,2.03,0.51,0.09,0.689,3,2182,1150,1032,52.70,47.30,22.09,23.83,15.95,85.29,0.55,0.6,0,12.88,59531,5.9531,0.301,0.001,1.033,0.203,0.051,0.009,0.78,4.92,3,1.01,0.01,0.02,10.32,78.36,1.57,0.3,0.001,1.032
337,1,304,3.29,19.6,0.23,11.33,7.72,0,33.97,3.45,41.67,1.6,0.02,30.2,22.69,19.24,1.350,4,2418,1212,1206,50.12,49.88,123.37,20.02,23.9,92.97,0.91,2.77,2.66,3.01,44926,4.4926,0.772,3.397,4.167,3.02,2.269,1.924,0.23,11.45,7.61,0,34.03,3.38,41.69,1.6,0.02,0.761,3.403,4.169
338,79,5970,13.23,167.9,0.04,9.45,14.56,0.19,4.27,57.32,13.12,0.89,0.16,4.92,3.16,2.86,0.689,3,71626,36742,34884,51.30,48.70,426.60,31.82,7.74,73.55,3.38,10.67,4.73,5.9,85549,8.5549,1.456,0.427,1.312,0.492,0.316,0.286,0.04,9.47,14.27,0.29,4.27,57.39,13.22,0.89,0.16,1.427,0.427,1.322
339,0,30,0.00,93.7,2.34,2,0.34,0,33.05,12.54,47.23,0,2.5,27.82,24.76,22.39,0.285,3,457,223,234,48.80,51.20,4.88,16.19,24.29,90.81,0,5.47,1.29,1.14,106250,10.625,0.034,3.305,4.723,2.782,2.476,2.239,2.34,2.01,0.34,0,33.03,12.54,47.24,0,2.5,0.034,3.303,4.724
340,20,2427,8.24,39.6,0.23,8.26,35.46,0.23,0,0.01,0.95,54.85,0,0.15,0.09,0.05,1.403,4,16848,8204,8644,48.69,51.31,425.45,34.1,7.86,85.58,1.64,7.7,1.14,4.44,98666,9.8666,3.546,0,0.095,0.015,0.009,0.005,0.23,7.85,29.74,0.23,0,0.01,1.01,60.92,0,2.974,0,0.101
341,2,485,4.12,231.9,0.21,6.54,2.16,0.44,9.69,4.34,35.27,41.01,0.34,6.15,0.56,0.26,0.211,2,3593,2140,1453,59.56,40.44,15.49,25.16,9.49,69.5,0.58,2.59,0.77,5.54,75069,7.5069,0.216,0.969,3.527,0.615,0.056,0.026,0.23,6.58,2.12,0.41,9.69,4.34,35.28,41.03,0.32,0.212,0.969,3.528
342,0,175,0.00,43.3,0.12,4.01,1.13,0.01,7.73,29.3,48.3,8.86,0.55,9.69,3.06,2.35,0.165,2,1679,859,820,51.16,48.84,38.78,27.4,17.15,93.75,3.93,2.62,1.45,6.2,69702,6.9702,0.113,0.773,4.83,0.969,0.306,0.235,0.12,4.01,1.12,0.01,7.73,29.31,48.32,8.83,0.55,0.112,0.773,4.832
343,4,325,12.31,24.8,0.23,4.05,2.58,0,0,0,0.91,91.62,0.62,2.3,0.66,0.15,0.766,3,292,174,118,59.59,40.41,11.77,27.4,15.41,76.03,4.11,15.75,7.08,11.95,74500,7.45,0.258,0,0.091,0.23,0.066,0.015,0.23,4.02,2.48,0,0,0,0.9,91.76,0.61,0.248,0,0.09
344,4,1094,3.66,109,0.14,16.83,3.49,0.5,0,27.56,30.18,21.29,0,0.01,0.03,0.02,0.365,3,8905,4542,4363,51.01,48.99,81.70,33.9,7.88,61.93,2.92,2.26,1.12,11.24,67702,6.7702,0.349,0,3.018,0.001,0.003,0.002,0.26,16.95,3.36,0.5,0,27.56,30.06,21.31,0,0.336,0,3.006
345,81,7838,10.33,55.7,0.16,10.61,59.13,0.01,4.17,2.01,23.45,0,0.46,4.21,1.2,0.71,2.262,4,108058,55280,52778,51.16,48.84,1940.00,29.68,6.74,59.15,4.84,27.57,2.88,6.93,87312,8.7312,5.913,0.417,2.345,0.421,0.12,0.071,0.16,10.69,59.02,0.01,4.16,2.01,23.48,0,0.47,5.902,0.416,2.348
346,3,375,8.00,39.5,1.47,13.83,7.01,0.05,12.46,7.08,24.61,31.85,1.63,14.5,14.09,15.66,0.405,3,5282,2719,2563,51.48,48.52,133.72,25.8,15.52,88.53,2.25,4.11,4.1,2.62,76222,7.6222,0.701,1.246,2.461,1.45,1.409,1.566,1.46,13.9,6.91,0.07,12.46,7.11,24.56,31.9,1.62,0.691,1.246,2.456
347,0,8,0.00,134.8,0.23,1.07,0.03,0.25,64.18,20.83,10.26,3.06,0.08,51.68,12.69,11.56,0.063,1,562,286,276,50.89,49.11,4.17,20.28,20.64,98.04,0,0,4.17,14.02,42500,4.25,0.003,6.418,1.026,5.168,1.269,1.156,0.25,1.07,0.04,0.25,65.4,20.19,9.71,3.06,0.03,0.004,6.54,0.971
348,0,288,0.00,76.8,0.32,3.87,1.45,0.16,0,0,0.68,93.52,0,0.2,0.01,0,0.224,2,1460,838,622,57.40,42.60,19.01,38.77,7.81,81.92,0,7.05,0.91,6.94,33897,3.3897,0.145,0,0.068,0.02,0.001,0,0.25,3.84,1.42,0.16,0,0,0.68,93.66,0,0.142,0,0.068
349,2,289,6.92,119.4,0.07,3.41,0.31,0.11,0.05,0.04,44.23,50.77,1.01,0.53,0.33,0.28,0.203,2,2886,1586,1300,54.95,45.05,24.17,36.8,9.04,85.34,0.17,4.92,1.9,5.29,61250,6.125,0.031,0.005,4.423,0.053,0.033,0.028,0.04,3.41,0.31,0.11,0.06,0.03,44.48,50.57,0.99,0.031,0.006,4.448
350,26,2998,8.67,134.4,26.16,3.2,9.02,0.19,0.03,0.01,3.85,51.96,5.58,0.92,0.22,0.09,0.129,1,28835,14854,13981,51.51,48.49,214.55,33.53,7.26,71.97,6.09,7.4,2.73,7.45,71563,7.1563,0.902,0.003,0.385,0.092,0.022,0.009,25.87,3.41,8.46,0.14,0.02,0,3.87,52.55,5.68,0.846,0.002,0.387
351,193,6400,30.16,35.4,0.53,6.67,88.15,0.02,0.37,0,2.4,1.5,0.36,0.22,0.32,0.35,2.096,4,92726,45427,47299,48.99,51.01,2619.38,23.89,12.22,74.73,1.16,14.11,2.88,6.2,74702,7.4702,8.815,0.037,0.24,0.022,0.032,0.035,0.53,6.53,87.19,0.02,0.37,0,3.13,1.87,0.36,8.719,0.037,0.313
352,12,1759,6.82,193.6,1.27,6.37,10.67,0.3,2.04,45.78,4.24,25.96,3.37,3.81,0.24,0.18,0.443,3,16466,8268,8198,50.21,49.79,85.05,36.48,8.14,54.89,5.31,12.24,5.53,9.21,52075,5.2075,1.067,0.204,0.424,0.381,0.024,0.018,1.24,6.45,10.55,0.31,2.04,45.79,4.25,25.98,3.39,1.055,0.204,0.425
353,10,1518,6.59,199.9,3.25,2.41,7.83,0.12,5.09,4.02,50.86,21.67,4.74,4.51,0.22,0.2,0.399,3,24147,12487,11660,51.71,48.29,120.80,26.72,10.91,83.87,2.01,7.53,4.67,6.58,81200,8.12,0.783,0.509,5.086,0.451,0.022,0.02,3.15,2.42,7.77,0.1,5.1,4.03,50.92,21.66,4.86,0.777,0.51,5.092
354,112,15020,7.46,62.7,0.04,8.18,90.22,0.03,0.01,0,1.5,0,0.03,1.23,0.9,0.85,2.356,4,171877,85440,86437,49.71,50.29,2741.26,34.12,7.36,47.67,6.32,5.95,5.46,11.45,52200,5.22,9.022,0.001,0.15,0.123,0.09,0.085,0.04,9.81,87.95,0.03,0.01,0,2.14,0,0.03,8.795,0.001,0.214
356,0,212,0.00,13.9,0.06,7.07,16.21,0.29,0,0,1.24,75.13,0,0.01,0.01,0,1.133,4,1697,894,803,52.68,47.32,122.09,39.78,6.13,41.43,3.18,28.4,5.58,20.63,29706,2.9706,1.621,0,0.124,0.001,0.001,0,0.08,6.02,14.07,0.34,0,0,1.28,78.21,0,1.407,0,0.128
357,11,591,18.61,14.9,0,3.78,95.57,0,0,0,0.14,0.5,0.01,1.31,0.48,0.34,3.695,4,14036,7737,6299,55.12,44.88,942.01,21.64,5.02,24.89,4.57,64.95,2.59,7.44,94801,9.4801,9.557,0,0.014,0.131,0.048,0.034,0,4.23,94.89,0,0,0,0.38,0.5,0.01,9.489,0,0.038
358,30,2806,10.69,396.1,0.27,7.32,4.76,1.37,6.55,27.32,35.32,14.66,2.44,7.84,4.87,3.7,0.326,3,33856,16020,17836,47.32,52.68,85.47,28.44,18.44,88.81,2,5.63,2.29,4.87,66810,6.681,0.476,0.655,3.532,0.784,0.487,0.37,0.27,7.35,4.6,1.29,6.54,27.34,35.5,14.66,2.44,0.46,0.654,3.55
359,0,13,0.00,146,0.62,3.54,0.77,1.82,86.28,0.91,1.4,2.85,1.82,74.23,54.38,48.12,0.225,2,305,171,134,56.07,43.93,2.09,18.36,20.33,88.85,0,0,0,6.67,34091,3.4091,0.077,8.628,0.14,7.423,5.438,4.812,0.62,3.54,0.77,1.83,86.45,0.83,1.31,2.84,1.82,0.077,8.645,0.131
360,11,1562,7.04,69.5,5.04,25.76,6.61,0.09,43.6,1.89,15.91,0.08,1.01,46.93,48.98,45.12,0.937,4,18230,8876,9354,48.69,51.31,262.30,28.02,17.13,87.52,0.66,12.68,2.81,2.64,161556,16.1556,0.661,4.36,1.591,4.693,4.898,4.512,5.04,25.53,6.1,0,43.68,1.92,16.62,0.08,1.02,0.61,4.368,1.662
361,0,614,0.00,200.1,0.03,1.35,1,2.65,0.02,92.76,0.56,0.88,0.75,0.14,0.06,0.04,0.219,2,1148,579,569,50.44,49.56,5.74,37.28,9.76,56.1,1.13,0,7.61,16.09,33327,3.3327,0.1,0.002,0.056,0.014,0.006,0.004,0.03,1.34,1,2.66,0.02,92.68,0.55,0.96,0.75,0.1,0.002,0.055
362,19,1731,10.98,218.9,3.37,5.58,6.06,0.3,57.66,1.12,25.7,0.1,0.1,37.25,30.64,28.66,0.366,3,21715,10874,10841,50.08,49.92,99.20,26.41,19.78,85.99,4.65,4.11,7.18,14.32,47555,4.7555,0.606,5.766,2.57,3.725,3.064,2.866,3.45,5.6,6.01,0.3,57.92,0.97,25.54,0.1,0.1,0.601,5.792,2.554
363,0,72,0.00,39.3,0.05,3.12,1.02,0.28,0.01,0.01,1.89,93.58,0.04,0.87,0.33,0.05,0.170,2,656,355,301,54.12,45.88,16.69,37.8,12.8,93.75,0,1.07,5.41,5.59,35000,3.5,0.102,0.001,0.189,0.087,0.033,0.005,0.05,3.11,1.02,0.28,0.01,0.01,1.89,93.59,0.04,0.102,0.001,0.189
364,150,10726,13.98,63.9,0.45,5.95,58.96,0.62,0.06,0.01,2.1,29.55,2.3,0.2,0.21,0.15,1.766,4,119589,61632,57957,51.54,48.46,1871.50,32.01,10.35,57.72,4.88,7.78,5.81,7.01,58475,5.8475,5.896,0.006,0.21,0.02,0.021,0.015,0.46,6.32,57.75,0.62,0.06,0.01,2.48,30,2.29,5.775,0.006,0.248
365,2,377,5.31,70.7,3.25,9.11,8.41,1.09,6.63,2.3,42.86,23.61,2.75,9.06,5.59,3.92,0.632,3,8292,4228,4064,50.99,49.01,117.28,24.1,21.68,96.68,5.08,3.35,4.84,5.53,65435,6.5435,0.841,0.663,4.286,0.906,0.559,0.392,3.18,9.29,8.24,1.09,6.62,2.28,42.86,23.69,2.74,0.824,0.662,4.286
366,0,92,0.00,128.1,0.52,2.64,0.88,0.45,76.8,14.1,2.9,1.2,0.5,61.56,22.43,22.1,0.155,2,718,356,362,49.58,50.42,5.60,21.03,10.45,86.63,7.52,0.7,0,12.79,95147,9.5147,0.088,7.68,0.29,6.156,2.243,2.21,0.52,2.65,0.88,0.44,76.81,13.88,3.12,1.2,0.5,0.088,7.681,0.312
367,1,253,3.95,50.6,0.14,5.07,3.19,0.13,0,0,0.41,91.08,0,0.01,0,0,0.539,3,3412,1872,1540,54.87,45.13,67.43,23.94,10.81,44.2,9.44,8.65,1.48,12.07,39333,3.9333,0.319,0,0.041,0.001,0,0,0.14,5.03,3.15,0.13,0,0,0.41,91.14,0,0.315,0,0.041
368,0,342,0.00,41.9,3.68,7.7,9.59,5.85,11.2,2.61,6.14,40.83,12.41,15.18,18.06,16.9,0.779,3,5745,2821,2924,49.10,50.90,137.11,22.98,11.23,85.41,5.34,1.25,6.05,7.18,34684,3.4684,0.959,1.12,0.614,1.518,1.806,1.69,3.65,7.8,9.48,5.85,11.19,2.61,6.14,40.86,12.41,0.948,1.119,0.614
